CODE_UIC;LIBELLE_GARE;FRET;VOYAGEURS;CODE_LIGNE;RANG;PK;COMMUNE;DEPARTEMENT;IDRESEAU;IDGAIA;X (lambert93);Y (lambert93);X (WGS84);Y (WGS84);coordonnees_geographiques
87394551;Chêne-Chenu;N;N;409000;1;21+119;Tremblay-les-Villages;Eure-et-Loir;30000008102;e5432f42-6667-11e3-a7ff-01f464e0362d;574482.8696999997;6832972.9538;1.298090030309361;48.58479258840916;48.5847925884, 1.29809003031
87394502;Bailleau-l'Évêque;N;N;409000;1;8+191;Bailleau-l'Évêque;Eure-et-Loir;30000003061;e545bd32-6667-11e3-a7ff-01f464e0362d;582323.4963999987;6822742.0896000005;1.407170608010955;48.49425086139575;48.4942508614, 1.40717060801
87394411;Bailleau-le-Pin;O;O;500000;1;102+854;Bailleau-le-Pin;Eure-et-Loir;30000003062;c0d82306-f312-11e3-90ff-015864e0362d;575941.4253000021;6808711.351;1.3248387431509538;48.36686369862696;48.3668636986, 1.32483874315
87394528;Clévilliers;N;N;409000;1;14+565;Clévilliers;Eure-et-Loir;30000008100;e54474ba-6667-11e3-a7ff-01f464e0362d;580246.511500001;6829156.523600001;1.3772810610094417;48.55156116147047;48.5515611614, 1.37728106101
87394452;Brou;O;O;500000;1;124+405;Brou;Eure-et-Loir;30000003419;d990ea16-6667-11e3-89ff-01f464e0362d;563376.4814999998;6792174.833299998;1.1604342375438579;48.21560010971405;48.2156001097, 1.16043423754
87394619;Nogent-le-Roi;N;N;554000;1;31+995;Nogent-le-Roi;Eure-et-Loir;30000072493;e5426d30-6667-11e3-a7ff-01f464e0362d;;;;;
87396002;Le Mans;O;O;561000;1;333+690;;;30000004956;2949d29e-dfbc-11e3-a2ff-01a464e0362d;;;;;
87396457;Villaines;N;N;509000;1;339+146;Villaines-sous-Malicorne;Sarthe;30000008097;e54cc326-6667-11e3-a7ff-01f464e0362d;468062.8674999997;6745133.373500001;-0.09703107731553774;47.76565228089059;47.7656522809, -0.0970310773155
87396341;St-Georges-Étival;N;N;450000;1;219+239;St-Georges-du-Bois;Sarthe;30000008929;e54cc132-6667-11e3-a7ff-01f464e0362d;484559.80309999734;6765982.6406;0.11287301006258803;47.95878275908101;47.9587827591, 0.112873010063
87396309;Connerré-Beillé;O;O;420000;1;186+739;Beillé;Sarthe;30000003802;c090379c-f312-11e3-90ff-015864e0362d;512871.7558000013;6777807.5002;0.4869666639783437;48.07384329531561;48.0738432953, 0.486966663978
87396374;Noyen;N;O;450000;1;239+338;Noyen-sur-Sarthe;Sarthe;30000005833;d96c9d7c-6667-11e3-89ff-01f464e0362d;468429.4610000029;6757241.976300001;-0.09848226566781337;47.87467624834712;47.8746762483, -0.0984822656678
87396580;Mayet;N;O;561000;1;304+891;Mayet;Sarthe;30000005430;e1d080ea-19bf-11e5-a6ff-01fc64e0362d;495212.6445999965;6743511.506299999;0.2659375327441477;47.76008523771197;47.7600852377, 0.265937532744
87396739;Sargé-sur-Braye;N;N;500000;1;171+686;Sargé-sur-Braye;Loir-et-Cher;30000081038;e553c95a-6667-11e3-a7ff-01f464e0362d;538894.1572000012;6759840.022399999;0.8428355228663486;47.91914622099148;47.919146221, 0.842835522866
87396614;Le Tanchet-Lublé;N;N;500000;1;243+094;Lublé;Indre-et-Loire;30000008096;d94beb74-6667-11e3-89ff-01f464e0362d;492786.1767999977;6717412.4065999985;0.2457176580015959;47.52455144907339;47.524551449, 0.245717658002
87396713;Bessé-sur-Braye;O;N;500000;1;184+025;Bessé-sur-Braye;Sarthe;30000003207;c030a514-f312-11e3-90ff-015864e0362d;531513.6969000027;6750161.046700001;0.7477611545177889;47.83021701314954;47.8302170131, 0.747761154518
87396697;Pont-de-Braye;N;N;500000;1;192+447;Lavenay;Sarthe;30000008940;e54f598c-6667-11e3-a7ff-01f464e0362d;527028.5322000012;6743601.513799999;0.690403524973905;47.770038730801495;47.7700387308, 0.690403524974
87396705;Lavenay;N;N;500000;1;189+555;Lavenay;Sarthe;30000008941;e5500fcc-6667-11e3-a7ff-01f464e0362d;528659.3576999977;6745497.2007;0.7114334138285858;47.78752054405017;47.787520544, 0.711433413829
87411058;Rouen-Martainville;O;N;340311;1;137+800;Sotteville-lès-Rouen;Seine-Maritime;30000115101;d9c729e0-6667-11e3-89ff-01f464e0362d;562781.3022999987;6928214.172200002;1.1085556177975415;49.438570620868454;49.4385706208, 1.1085556178
87411173;Elbeuf-St-Aubin;O;O;372000;1;49+509;St-Aubin-lès-Elbeuf;Seine-Maritime;30000004033;d9988626-6667-11e3-89ff-01f464e0362d;555281.2906000018;6913285.733199999;1.0104007811696616;49.30276778901842;49.302767789, 1.01040078117
87411272;Pavilly-Station;N;O;340000;1;158+396;Pavilly;Seine-Maritime;30000005951;d98837ee-6667-11e3-89ff-01f464e0362d;551683.1735000014;6942453.717099998;0.950549944741356;49.564018446137425;49.5640184461, 0.950549944741
87476762;St-Gildas-des-Bois;N;O;470000;1;494+209;St-Gildas-des-Bois;Loire-Atlantique;30000006490;d97bc3bc-6667-11e3-89ff-01f464e0362d;320637.4578000009;6725017.467799999;-2.044122473099628;47.51643540736758;47.5164354073, -2.0441224731
87478065;Bonnemain;N;O;441000;1;422+840;Bonnemain;Ille-et-Vilaine;30000003286;d9b17086-6667-11e3-89ff-01f464e0362d;348030.0974999964;6830182.691500001;-1.765085143486323;48.47629730968967;48.4762973097, -1.76508514349
87476531;St-Rivalain;N;N;474000;1;619+953;St-Barthélemy;Morbihan;30000081105;e12e4038-19bf-11e5-a6ff-01fc64e0362d;247610.11370000243;6778100.3334;-3.0657520618040444;47.94683430421661;47.9468343042, -3.0657520618
87474387;Concarneau;O;N;476000;1;679+724;Concarneau;Finistère;30000008911;29cfcfc0-dfbc-11e3-a2ff-01a464e0362d;183332.03059999645;6775696.094900001;-3.9206534872960916;47.877753821531186;47.8777538215, -3.9206534873
87476648;Ste-Anne;N;O;470000;1;581+996;Pluneret;Morbihan;30000006702;d9a3b8bc-6667-11e3-89ff-01f464e0362d;253190.4354000017;6747773.939599998;-2.9605809733035744;47.67850522991184;47.6785052299, -2.9605809733
87476556;Pontivy;O;N;475000;1;546+976;Pontivy;Morbihan;30000008916;e127ac64-19bf-11e5-a6ff-01fc64e0362d;256014.42559999973;6790244.5152;-2.965775460249527;48.0615601977653;48.0615601977, -2.96577546025
87476606;Vannes;O;O;470000;1;565+755;Vannes;Morbihan;30000007097;d9b7621a-6667-11e3-89ff-01f464e0362d;268659.91369999945;6745143.283;-2.752403881216251;47.66520979265519;47.6652097926, -2.75240388122
87476200;Auray;O;O;470000;1;584+946;Auray;Morbihan;30000003002;c037224a-f312-11e3-90ff-015864e0362d;250286.1679000035;6748188.2258;-2.9995954825266735;47.68024561368402;47.6802456137, -2.99959548253
87476200;Auray;O;O;473000;1;584+946;;;30000003002;c037224a-f312-11e3-90ff-015864e0362d;249479.6194999963;6748421.942400001;-3.0105509828722434;47.681791608601614;47.6817916086, -3.01055098287
87474692;Guiscriff;N;N;484000;1;31+702;Guiscriff;Morbihan;30000081101;e53ebe32-6667-11e3-a7ff-01f464e0362d;;;;;
87478099;La Gouesnière-Cancale;N;O;441000;1;445+814;St-Méloir-des-Ondes;Ille-et-Vilaine;30000004680;e149822a-19bf-11e5-a6ff-01fc64e0362d;338596.0370000005;6846143.827599999;-1.9058914609971818;48.614414370580015;48.6144143706, -1.905891461
87478081;La Fresnais;N;O;441000;1;440+550;La Fresnais;Ille-et-Vilaine;30000004672;e021c2c2-19bf-11e5-82ff-01fc64e0362d;343069.3147;6843555.987799998;-1.8431700608326753;48.59366306337683;48.5936630634, -1.84317006083
87478131;Miniac;N;O;415000;1;150+572;Miniac-Morvan;Ille-et-Vilaine;30000005518;29a47dea-dfbc-11e3-a2ff-01a464e0362d;337358.8343999982;6836983.635899998;-1.914912870784899;48.53148250249677;48.5314825025, -1.91491287078
87478578;Martigné;N;N;436000;1;295+521;Martigné-sur-Mayenne;Mayenne;30000005402;e54e21d6-6667-11e3-a7ff-01f464e0362d;429776.5694999993;6793668.531300001;-0.6374307943331655;48.187347988810465;48.1873479888, -0.637430794333
87478412;St-Berthevin;N;N;462000;1;304+634;St-Berthevin;Mayenne;30000081112;e553e2de-6667-11e3-a7ff-01f464e0362d;415827.47399999946;6780985.568999998;-0.816665881967394;48.06742683567295;48.0674268356, -0.816665881967
87478453;Craon;N;N;462000;1;336+844;Craon;Mayenne;30000081113;e5531532-6667-11e3-a7ff-01f464e0362d;408166.46890000254;6758282.156199999;-0.9043284783505042;47.85998663345726;47.8599866334, -0.904328478351
87478545;Neau;O;O;420000;1;275+542;Neau;Mayenne;30000005751;293693c2-dfbc-11e3-a2ff-01a464e0362d;441576.068400003;6789820.303399999;-0.4765305989958475;48.1575375108209;48.1575375108, -0.476530598996
87478206;Pleslin-Plouër;N;N;444000;1;10+230;Pleslin-Trigavou;Côte-d'Armor;30000081109;e53eb022-6667-11e3-a7ff-01f464e0362d;;;;;
87381137;Asnières-sur-Seine;N;O;975000;1;4+516;Asnières-sur-Seine;Hauts-de-Seine;30000002953;d946e1bc-6667-11e3-89ff-01f464e0362d;647171.5754000023;6867652.310600001;2.279306161012174;48.90669946030118;48.9066994603, 2.27930616101
87381111;Pont-Cardinet;N;O;971000;1;8+903;Paris-17;Paris;30000006057;2950fa66-dfbc-11e3-a2ff-01a464e0362d;649651.2826000005;6865511.480599999;2.3133869249804966;48.88764671655866;48.8876467165, 2.31338692498
87381194;Chars;O;O;330000;2;47+605;Chars;Val-d'Oise;30000003626;d9e6c420-6667-11e3-89ff-01f464e0362d;622461.2168999985;6896394.0592;1.9369591936481116;49.162611630469804;49.1626116304, 1.93695919365
87381145;Osny;N;O;330000;2;31+949;Osny;Val-d'Oise;30000005878;e1813cc8-19bf-11e5-a6ff-01fc64e0362d;631149.0997999981;6885196.798900001;2.0578877336805204;49.062936472512014;49.0629364725, 2.05788773368
87382341;Sèvres-Ville-d'Avray;N;O;973000;1;16+583;Sèvres;Hauts-de-Seine;30000006848;d994cc5e-6667-11e3-89ff-01f464e0362d;641326.9248000011;6858891.674600001;2.200787293018457;48.82741176034041;48.8274117603, 2.20078729302
87382432;La Celle-St-Cloud;N;O;974000;1;20+695;La Celle-St-Cloud;Yvelines;30000004612;c0ccf6fe-f312-11e3-90ff-015864e0362d;636750.435999997;6860635.963399999;2.138194315944331;48.84266506736513;48.8426650673, 2.13819431594
87382101;Suresnes-Puteaux;N;N;972000;1;10+054;Suresnes;Hauts-de-Seine;30000072487;e53deb90-6667-11e3-a7ff-01f464e0362d;643522.4870000035;6864626.198199999;2.22993035864114;48.87917733878143;48.8791773388, 2.22993035864
87382523;Pont-de-St-Cloud;N;N;972000;1;14+430;St-Cloud;Hauts-de-Seine;30000008648;e54fcfee-6667-11e3-a7ff-01f464e0362d;642874.8775999993;6860524.324200001;2.221652072366626;48.84223313600746;48.842233136, 2.22165207237
87382218;La Défense;N;O;973000;1;8+295;Puteaux;Hauts-de-Seine;30000004648;c0d4c69a-f312-11e3-90ff-015864e0362d;644164.1872999966;6866205.721500002;2.2384716845345993;48.89343723770491;48.8934372377, 2.23847168453
87358697;Savigny-sur-Braye (Centre);N;N;500000;1;176+973;Savigny-sur-Braye;Loir-et-Cher;30000008139;e5486602-6667-11e3-a7ff-01f464e0362d;535536.5416999981;6755799.649599999;0.7994082952432086;47.881964380928125;47.8819643809, 0.799408295243
87381095;Le Stade;N;O;334900;1;8+086;Colombes;Hauts-de-Seine;30000005008;d9b6b7a2-6667-11e3-89ff-01f464e0362d;645840.9142000005;6870425.5309000015;2.2607999573597892;48.931526508022024;48.931526508, 2.26079995736
87381095;Le Stade;N;O;334000;1;8+086;Colombes;Hauts-de-Seine;30000005008;d9b6b7a2-6667-11e3-89ff-01f464e0362d;645846.0971999988;6870388.941799998;2.2608753687455474;48.93119792775358;48.9311979277, 2.26087536875
87381046;Avenue-Henri-Martin;N;O;962000;1;4+533;Paris-16;Paris;30000003024;e177534e-19bf-11e5-a6ff-01fc64e0362d;646603.4420000017;6862947.7379;2.272147611301899;48.864346280061504;48.86434628, 2.2721476113
87381061;Auteuil-Boulogne;N;N;971000;1;2+917;Paris-16;Paris;30000008644;e54fdaf8-6667-11e3-a7ff-01f464e0362d;645690.4501999989;6861170.8105;2.2599302830012094;48.84829036867814;48.8482903687, 2.259930283
87381509;Mantes-la-Jolie;O;O;334000;1;57+645;Mantes-la-Jolie;Yvelines;30000005341;28fe0f9a-dfbc-11e3-a2ff-01a464e0362d;605149.8144000024;6877388.268199999;1.7039387229313567;48.98941752668638;48.9894175267, 1.70393872293
87381509;Mantes-la-Jolie;O;O;366000;1;57+275;Mantes-la-Jolie;Yvelines;30000005341;28fe0f9a-dfbc-11e3-a2ff-01a464e0362d;605087.3266000003;6877352.324299999;1.7030930905219095;48.989085133393594;48.9890851334, 1.70309309052
87381574;Issou-Porcheville;N;O;334000;1;51+321;Issou;Yvelines;30000004501;c07779c6-f312-11e3-90ff-015864e0362d;611092.3307000026;6876163.003899999;1.785383316815691;48.97925064130272;48.9792506413, 1.78538331682
87381657;Achères-Ville;N;O;338000;1;23+594;Achères;Yvelines;30000002797;2934578e-dfbc-11e3-a2ff-01a464e0362d;632482.3400999978;6874857.464899998;2.077781536261871;48.970114458751645;48.9701144587, 2.07778153626
87381376;Bray-Ecos;N;N;339000;1;22+886;Fourges;Eure;30000008662;e549b79a-6667-11e3-a7ff-01f464e0362d;601774.9588999972;6893787.942600001;1.6540129933884238;49.13634652233291;49.1363465223, 1.65401299339
87382002;Bécon-les-Bruyères;O;O;973000;1;5+708;Asnières-sur-Seine;Hauts-de-Seine;30000003149;e171cec6-19bf-11e5-a6ff-01fc64e0362d;646400.8172999993;6867489.261700001;2.268812548835781;48.90516953339948;48.9051695334, 2.26881254884
87381863;Cormeilles-en-Parisis;N;O;334000;1;16+299;Cormeilles-en-Parisis;Val-d'Oise;30000003817;c039c56a-f312-11e3-90ff-015864e0362d;640943.2994000018;6874572.8554;2.193380215177233;48.968388207390454;48.9683882074, 2.19338021518
87381848;Argenteuil;N;O;334900;1;9+900;Argenteuil;Val-d'Oise;30000002925;d94c8314-6667-11e3-89ff-01f464e0362d;645658.1502000019;6872099.632800002;2.258090937400177;48.94656484661184;48.9465648466, 2.2580909374
87381723;Maule;N;O;396000;1;44+441;Maule;Yvelines;30000005419;28f33eb2-dfbc-11e3-a2ff-01a464e0362d;616244.8043000028;6868300.065299999;1.8573183430267763;48.909242714227815;48.9092427142, 1.85731834303
87381848;Argenteuil;N;O;964000;1;18+435;Argenteuil;Val-d'Oise;30000002925;d94c8314-6667-11e3-89ff-01f464e0362d;;;;;
87381251;Éragny-Bazincourt;N;N;330000;2;71+982;Éragny-sur-Epte;Oise;30000004064;d997e3cc-6667-11e3-89ff-01f464e0362d;611018.761500001;6913668.1292;1.776439497863204;49.316398164241015;49.3163981642, 1.77643949786
87381202;La Villetertre;N;O;330000;2;52+424;Lavilletertre;Oise;30000004786;d9a97fe8-6667-11e3-89ff-01f464e0362d;621338.4466999993;6900858.728599999;1.9207315770306794;49.20261024930564;49.2026102493, 1.92073157703
87381301;Bouconvillers;N;N;347000;1;3+400;Bouconvillers;Oise;30000003311;e53d376c-6667-11e3-a7ff-01f464e0362d;620390.5744000003;6897857.700399999;1.9082972696179787;49.17551533588942;49.1755153359, 1.90829726962
87381244;Gisors;O;O;339000;1;0+000;;;30000004318;d970ae42-6667-11e3-89ff-01f464e0362d;609241.4633999988;6908923.703600001;1.753034476282789;49.27350399208542;49.2735039921, 1.75303447628
87381327;Magny-en-Vexin;N;N;347000;1;12+110;Magny-en-Vexin;Val-d'Oise;30000005316;e54fd25a-6667-11e3-a7ff-01f464e0362d;;;;;
87387720;Pacy-sur-Eure;N;N;370000;1;40+999;Pacy-sur-Eure;Eure;30000005900;e54f395a-6667-11e3-a7ff-01f464e0362d;582084.3628000021;6880566.4692;1.3879579911905626;49.01417209460545;49.0141720946, 1.38795799119
87387449;Le Neubourg;N;N;375000;1;131+684;Le Neubourg;Eure;30000008676;e53e4e1a-6667-11e3-a7ff-01f464e0362d;;;;;
87387423;Quittebeuf;N;N;375000;1;123+097;Quittebeuf;Eure;30000008674;e53e5840-6667-11e3-a7ff-01f464e0362d;;;;;
87387514;Lyre;N;N;398000;1;21+549;La Vieille-Lyre;Eure;30000008678;e53e7778-6667-11e3-a7ff-01f464e0362d;;;;;
87491159;Fontaines-d'Ozillac;N;O;500000;2;542+916;Fontaines-d'Ozillac;Charente-Maritime;30000004184;d9d63056-6667-11e3-89ff-01f464e0362d;420946.3109000027;6424047.294199999;-0.5336320099151498;44.85939438069723;44.8593943807, -0.533632009915
87491050;Le Pontreau;N;N;530000;1;246+620;Bussac-sur-Charente;Charente-Maritime;30000081167;e54aacac-6667-11e3-a7ff-01f464e0362d;417425.6634000018;6528316.770399999;-0.6389577588405689;45.79586377732436;45.7958637773, -0.638957758841
87491043;Taillebourg;N;O;530000;1;242+592;Taillebourg;Charente-Maritime;30000006919;e191b87a-19bf-11e5-a6ff-01fc64e0362d;417177.0566999987;6532141.741;-0.6444265592800199;45.83016744694956;45.8301674469, -0.64442655928
87491068;Chaniers;N;N;500000;2;498+032;Chaniers;Charente-Maritime;30000003607;e53d5b86-6667-11e3-a7ff-01f464e0362d;425552.8275000006;6516913.9573;-0.5278823533119102;45.69660858724038;45.6966085872, -0.527882353312
87671032;Cazères-sur-l'Adour;N;N;652000;1;170+369;Cazères-sur-l'Adour;Landes;30000081396;e54f3bae-6667-11e3-a7ff-01f464e0362d;432974.8247999996;6301867.6466999985;-0.31655869879081033;43.76535210970044;43.7653521097, -0.316558698791
87671024;Grenade-sur-l'Adour;O;N;652000;1;161+260;Grenade-sur-l'Adour;Landes;30000004360;e15ed9ac-19bf-11e5-a6ff-01fc64e0362d;424315.9873000011;6303566.8675;-0.42488704186124604;43.777303771259746;43.7773037712, -0.424887041861
87645465;St-Jacques;N;N;720000;1;333+262;St-Jacques-des-Blats;Cantal;30000006499;d9877be8-6667-11e3-89ff-01f464e0362d;677457.7691999972;6438591.328699999;2.7136920649581087;45.046202795898964;45.0462027959, 2.71369206496
87645275;Jaleyrac-Sourniac;N;N;695000;1;484+376;Jaleyrac;Cantal;30000008219;d9c08782-6667-11e3-89ff-01f464e0362d;649937.3109000027;6463991.904599998;2.3615584899651827;45.273457971588854;45.2734579716, 2.36155848997
87645614;Allanche;N;N;721000;1;511+363;Allanche;Cantal;30000008247;e199ad66-19bf-11e5-a6ff-01fc64e0362d;694624.3605000004;6458857.241799999;2.9315006538763417;45.229025336389064;45.2290253364, 2.93150065388
87654798;Rosa Parks;N;O;1000;1;2+490;Paris-19;Paris;30000169877;77f56946-8e0d-11e5-abff-01b064e0362d;654509.3532000035;6866573.949499998;2.379520445165462;48.8975626721301;48.8975626721, 2.37952044517
87671016;Mont-de-Marsan;O;O;642000;1;176+600;;;30000005559;d9991cf8-6667-11e3-89ff-01f464e0362d;418755.7978999987;6315793.605500001;-0.5006026801658229;43.885032882337605;43.8850328823, -0.500602680166
87645507;Neussargues;O;O;722000;1;708+448;;;30000005767;c0e67c10-f312-11e3-90ff-015864e0362d;698679.8414999992;6447308.700800002;2.98320910478712;45.125060292558;45.1250602925, 2.98320910479
87645507;Neussargues;O;O;721000;1;525+826;;;30000005767;c0e67c10-f312-11e3-90ff-015864e0362d;697940.9807000011;6447321.423099998;2.9738115935252654;45.12517303410635;45.1251730341, 2.97381159353
87671073;Riscle;N;N;643000;1;230+875;;;30000006259;29ee68a0-dfbc-11e3-a2ff-01a464e0362d;451503.9180999994;6288316.349599998;-0.0801005254471111;43.65026495985897;43.6502649598, -0.0801005254471
87671230;Ampèrevielle;N;N;650000;1;152+750;Séméac;Hautes-Pyrénées;30000009125;d9cacf1e-6667-11e3-89ff-01f464e0362d;464108.29829999804;6240138.0088;0.09792241646027101;43.22143039751042;43.2214303975, 0.0979224164603
87671420;Hèches;N;N;667000;1;131+799;Hèches;Hautes-Pyrénées;30000009130;e547745e-6667-11e3-a7ff-01f464e0362d;485923.98160000145;6217234.425700001;0.37546532960955936;43.02241809963599;43.0224180996, 0.37546532961
87671156;Capvern;N;O;650000;1;126+047;Capvern;Hautes-Pyrénées;30000003480;e1573a98-19bf-11e5-a6ff-01fc64e0362d;482489.5112000033;6226370.9516;0.329604471903354;43.10350977826029;43.1035097782, 0.329604471903
87671453;Arreau;N;N;667000;1;145+503;Arreau;Hautes-Pyrénées;30000009133;e546a630-6667-11e3-a7ff-01f464e0362d;484277.2176000029;6204496.193;0.3605096187583738;42.907430975157055;42.9074309751, 0.360509618758
87671479;Arengosse;N;O;652000;1;117+633;Arengosse;Landes;30000002920;d97a4b1a-6667-11e3-89ff-01f464e0362d;394619.2638999969;6330463.897;-0.8093821272281273;44.006867800546566;44.0068678005, -0.809382127228
87671149;Nogaro;N;N;643000;1;209+483;Nogaro;Gers;30000009119;d9b8d5aa-6667-11e3-89ff-01f464e0362d;456126.67180000246;6300269.953200001;-0.028538194135832928;43.759354876346826;43.7593548763, -0.0285381941358
87671073;Riscle;N;N;652000;1;194+609;Riscle;Gers;30000006259;29ee68a0-dfbc-11e3-a2ff-01a464e0362d;451025.93299999833;6288664.987500001;-0.08618791989462012;43.65323170861923;43.6532317086, -0.0861879198946
87671289;Bourriot-Bergonce;N;N;642000;1;139+832;Bourriot-Bergonce;Landes;30000081399;e55011b4-6667-11e3-a7ff-01f464e0362d;;;;;
87009696;La Douzillère;N;O;594000;1;244+100;Joué-lès-Tours;Indre-et-Loire;30000004650;d9dc0092-6667-11e3-89ff-01f464e0362d;522803.98640000075;6695781.5896000005;0.6530013866824887;47.338661406210925;47.3386614062, 0.653001386682
87114413;Sucy-Bonneuil;O;N;990000;3;76+885;St-Maur-des-Fossés;Val-de-Marne;30000006905;d9e759aa-6667-11e3-89ff-01f464e0362d;663827.1617000028;6852437.169;2.507810873732934;48.77101864969921;48.7710186497, 2.50781087373
87113704;Rosny-sous-Bois;N;O;1000;1;12+631;Rosny-sous-Bois;Seine-St-Denis;30000006305;c0a659c0-f312-11e3-90ff-015864e0362d;662301.9932999983;6863523.703000002;2.486077315033857;48.87063593821988;48.8706359382, 2.48607731503
87113746;Nogent-Le Perreux;O;O;1000;1;16+238;Nogent-sur-Marne;Val-de-Marne;30000005806;298d3048-dfbc-11e3-a2ff-01a464e0362d;662866.7465000004;6859972.7436;2.49408632185148;48.83873482756995;48.8387348275, 2.49408632185
87113134;Paris-La Villette-Hébert;O;N;1000;1;2+000;Paris-18;Paris;30000005927;d9be7240-6667-11e3-89ff-01f464e0362d;653864.679899998;6866302.921500001;2.3707571116975865;48.895079547568656;48.8950795475, 2.3707571117
87113407;Bondy;N;O;958000;1;0+000;Bondy;Seine-St-Denis;30000003283;c12d2d78-f312-11e3-90ff-015864e0362d;661778.9893999994;6866114.228999998;2.4787144664955494;48.8939012076903;48.8939012077, 2.4787144665
87115378;Artonges;O;N;4000;1;18+070;Artonges;Aisne;30000008472;29ef8d58-dfbc-11e3-a2ff-01a464e0362d;739740.0364999995;6869760.5821;3.542344028502329;48.92659927853086;48.9265992785, 3.5423440285
87143131;Poinson-lès-Grancey;N;N;838000;1;274+500;Villars-Santenoge;Haute-Marne;30000080724;e54be374-6667-11e3-a7ff-01f464e0362d;849143.880900003;6738500.747000001;4.9898689049443155;47.72998438284042;47.7299843828, 4.98986890494
87144196;Corcieux-Vanémont;N;O;62000;1;33+877;La Houssière;Vosges;30000003809;28feb50c-dfbc-11e3-a2ff-01a464e0362d;987993.4610000029;6795746.324299999;6.877630055927241;48.19841684438636;48.1984168444, 6.87763005593
87144048;Lépanges;N;O;62000;1;13+798;Lépanges-sur-Vologne;Vosges;30000005037;d982228a-6667-11e3-89ff-01f464e0362d;972889.052199997;6792166.464299999;6.672321134908765;48.17273700973926;48.1727370097, 6.67232113491
87143230;Montarlot;N;N;846000;1;335+300;Champlitte;Haute-Saône;30000080725;e54bdba6-6667-11e3-a7ff-01f464e0362d;890629.429899998;6724734.855799999;5.5371271850706;47.59542721017419;47.5954272101, 5.53712718507
87144097;Thaon;N;O;42000;1;43+280;Thaon-les-Vosges;Vosges;30000006958;29801ac0-dfbc-11e3-a2ff-01a464e0362d;953506.1702999994;6799299.534699999;6.415969286832468;48.24468016503647;48.244680165, 6.41596928683
87144204;Poussay;N;O;40000;1;54+323;Poussay;Vosges;30000006143;d9466394-6667-11e3-89ff-01f464e0362d;931702.4496000037;6807044.144000001;6.1266174313527;48.322426689027516;48.322426689, 6.12661743135
87144055;Charmes;O;O;42000;1;25+346;Charmes;Vosges;30000003624;d99b0b68-6667-11e3-89ff-01f464e0362d;944410.9134000018;6813819.9892;6.301733373092041;48.378685295827026;48.3786852958, 6.30173337309
87144162;Laveline-devant-Bruyères;N;O;63000;1;0+000;;;30000004893;d9d4ec02-6667-11e3-89ff-01f464e0362d;978833.4028000012;6793870.682399999;6.753285589276005;48.18554064498743;48.185540645, 6.75328558928
87144014;St-Dié;O;O;110000;1;86+500;;;30000006429;e18b13fa-19bf-11e5-a6ff-01fc64e0362d;992939.5672999993;6805228.7897000015;6.950498210083727;48.28142701610043;48.2814270161, 6.95049821008
87144006;Épinal;O;O;60000;1;0+000;;;30000004058;d9971ab6-6667-11e3-89ff-01f464e0362d;956742.1213999987;6788484.103700001;6.453148843726827;48.14618950414152;48.1461895041, 6.45314884373
87142810;Pavillon-lès-Grancey;N;N;838000;1;289+409;Grancey-le-Château-Neuvelle;Côte-d'Or;30000009211;e549eda0-6667-11e3-a7ff-01f464e0362d;853253.7204999998;6728266.145100001;5.041149043220496;47.63695104798694;47.636951048, 5.04114904322
87142737;Champagne-sur-Vingeanne;N;N;838000;2;335+976;Champagne-sur-Vingeanne;Côte-d'Or;30000008509;e5463410-6667-11e3-a7ff-01f464e0362d;880720.9095000029;6707798.106400002;5.398491282074338;47.44583240585709;47.4458324058, 5.39849128207
87142802;Marey-sur-Tille;N;N;838000;1;294+908;Marey-sur-Tille;Côte-d'Or;30000009210;e54737a0-6667-11e3-a7ff-01f464e0362d;856306.0320999995;6724136.8167;5.080334778848435;47.59907839136071;47.5990783913, 5.08033477885
87142687;Champlitte;N;N;846000;1;332+953;Champlitte;Haute-Saône;30000008506;e542e86c-6667-11e3-a7ff-01f464e0362d;889524.6661000028;6726749.438700002;5.523290201993061;47.61387001824554;47.6138700182, 5.52329020199
87142745;Oisilly-Renève;N;N;838000;2;333+351;Oisilly;Côte-d'Or;30000087280;e54de5f2-6667-11e3-a7ff-01f464e0362d;878887.2597000003;6705931.9943;5.37342598490336;47.42954027998652;47.42954028, 5.3734259849
87142869;Vanvey-Villiers;N;N;838000;1;246+569;Vanvey;Côte-d'Or;30000009216;e549a98c-6667-11e3-a7ff-01f464e0362d;827847.2849999964;6750095.093800001;4.709174742846901;47.83879727957163;47.8387972795, 4.70917474285
87143032;Briaucourt;N;N;26000;1;6+188;Briaucourt;Haute-Marne;30000072390;e5447d56-6667-11e3-a7ff-01f464e0362d;863932.259800002;6792472.802999999;5.207200551967768;48.21198452351538;48.2119845235, 5.20720055197
87142588;Laignes;O;N;839000;1;19+039;Laignes;Côte-d'Or;30000009204;d9a3a7f4-6667-11e3-89ff-01f464e0362d;802026.6493000016;6750856.444400001;4.364235018092948;47.85017033050934;47.8501703305, 4.36423501809
87142653;Violot;N;N;846000;1;312+770;Violot;Haute-Marne;30000080720;e54b4b50-6667-11e3-a7ff-01f464e0362d;882836.1339000016;6743669.2828;5.441260452632216;47.76797786975817;47.7679778697, 5.44126045263
