CODE_UIC;LIBELLE_GARE;FRET;VOYAGEURS;CODE_LIGNE;RANG;PK;COMMUNE;DEPARTEMENT;IDRESEAU;IDGAIA;X (lambert93);Y (lambert93);X (WGS84);Y (WGS84);coordonnees_geographiques
87594788;Port-de-Gagnac;N;N;719000;1;657+593;Gagnac-sur-Cère;Lot;30000081327;e54c4032-6667-11e3-a7ff-01f464e0362d;611862.4484999999;6428483.6404;1.8824553789129115;44.949948040752446;44.9499480407, 1.88245537891
87594663;Pompadour;N;O;613000;1;468+697;Arnac-Pompadour;Corrèze;30000006049;d9b466a2-6667-11e3-89ff-01f464e0362d;573819.952200003;6478597.598999999;1.3872301907852242;45.39519304516893;45.3951930452, 1.38723019079
87595280;Douzillac;N;O;621000;1;47+379;Douzillac;Dordogne;30000004001;29bc687a-dfbc-11e3-a2ff-01a464e0362d;496790.99180000275;6445553.794599999;0.4170675090184164;45.079332312145596;45.0793323121, 0.417067509018
87595124;Thiviers;O;O;611000;1;463+440;Thiviers;Dordogne;30000006977;e1952f44-19bf-11e5-a6ff-01fc64e0362d;537442.4632000029;6482089.842099998;0.9212873242895445;45.4189745726381;45.4189745726, 0.92128732429
87594820;Masseret;N;O;590000;2;448+057;Masseret;Corrèze;30000005410;29dee302-dfbc-11e3-a2ff-01a464e0362d;586157.6142999977;6494100.6426;1.5412259461592512;45.536926431231414;45.5369264312, 1.54122594616
87594556;Turenne;N;O;718000;1;163+055;Turenne;Corrèze;30000009009;d98ca9b2-6667-11e3-89ff-01f464e0362d;589819.6405000016;6438596.9375;1.6007429273061002;45.0378312288653;45.0378312288, 1.60074292731
87594606;Varetz;N;O;613000;1;494+165;Varetz;Corrèze;30000007105;d9d01e5e-6667-11e3-89ff-01f464e0362d;578082.068599999;6455842.719700001;1.447409972667475;45.191110140196194;45.1911101402, 1.44740997267
87595009;Périgueux;O;O;611000;1;500+088;;;30000005962;29290418-dfbc-11e3-a2ff-01a464e0362d;519568.4228999987;6457624.0145;0.7019478298390961;45.19429931109937;45.1942993111, 0.701947829839
87597443;Verneuil-St-Germain;N;N;594000;1;290+566;Verneuil-sur-Indre;Indre-et-Loire;30000072567;e53e1eb0-6667-11e3-a7ff-01f464e0362d;552561.3770999983;6665905.6866;1.0567049150301382;47.0770723382251;47.0770723382, 1.05670491503
87597542;St-Denis-de-Jouhet;N;N;698000;1;310+697;St-Denis-de-Jouhet;Indre;30000072568;e53d87e6-6667-11e3-a7ff-01f464e0362d;614366.9481000006;6603951.750399999;1.8827287915534279;46.53012818414957;46.5301281841, 1.88272879155
87597492;Mers (Indre);N;N;696000;1;286+071;Mers-sur-Indre;Indre;30000081345;e53d7240-6667-11e3-a7ff-01f464e0362d;613982.8790000007;6618497.388599999;1.875014814856337;46.66103972594738;46.6610397259, 1.87501481486
87597690;Ste-Feyre;N;N;702000;1;398+855;Ste-Feyre;Creuse;30000006708;d9b37732-6667-11e3-89ff-01f464e0362d;617066.3264999986;6560664.212200001;1.9256276587203718;46.14071190230197;46.1407119023, 1.92562765872
87597633;Vieilleville;N;O;703000;1;428+475;;;30000007200;e1b2e812-19bf-11e5-a6ff-01fc64e0362d;597370.746600002;6555212.2487;1.671710881358411;46.08892502640087;46.0889250264, 1.67171088136
87597526;La Châtre;N;N;698000;1;298+814;;;30000009016;e54aa39a-6667-11e3-a7ff-01f464e0362d;621989.3523000032;6610911.224800002;1.9809965038909;46.59371675183668;46.5937167518, 1.98099650389
87141507;Neuves-Maisons;N;O;40000;1;12+193;Neuves-Maisons;Meurthe-et-Moselle;30000005768;e1ca86f6-19bf-11e5-a6ff-01fc64e0362d;929040.626199998;6839469.2566;6.10794856321343;48.61484494869073;48.6148449487, 6.10794856321
87141424;Bertrichamps;N;O;67000;1;414+045;Bertrichamps;Meurthe-et-Moselle;30000003196;29798c40-dfbc-11e3-a2ff-01a464e0362d;980363.7599000037;6820961.267999999;6.791349301845821;48.42834511108835;48.4283451111, 6.79134930185
87141234;Gerbéviller;N;N;65000;1;9+691;Gerbéviller;Meurthe-et-Moselle;30000072368;e543cb72-6667-11e3-a7ff-01f464e0362d;959177.6771000028;6827171.089299999;6.508971913285226;48.49295765009564;48.4929576501, 6.50897191329
87141069;Liverdun;N;O;70000;1;337+393;Liverdun;Meurthe-et-Moselle;30000005193;d9a5ea06-6667-11e3-89ff-01f464e0362d;925061.5124000013;6854272.1625000015;6.061793518753852;48.749287127156066;48.7492871271, 6.06179351875
87141473;Houdemont;O;O;40000;1;4+166;Houdemont;Meurthe-et-Moselle;30000004463;c1012d96-f312-11e3-90ff-015864e0362d;934193.7172999978;6843049.794399999;6.179753784761157;48.645181271606106;48.6451812716, 6.17975378476
87141218;Bayon;N;O;42000;1;14+994;Virecourt;Meurthe-et-Moselle;30000003115;29840e58-dfbc-11e3-a2ff-01a464e0362d;945556.8492000028;6823805.274;6.322868633344423;48.468006065186245;48.4680060652, 6.32286863334
87141077;Frouard;O;O;90000;1;342+403;Frouard;Meurthe-et-Moselle;30000004245;c01b470e-f312-11e3-90ff-015864e0362d;931101.6620000005;6855210.701400001;6.144387716094652;48.755587520907866;48.7555875209, 6.14438771609
87141242;Moyen;N;N;65000;1;14+959;Moyen;Meurthe-et-Moselle;30000072369;e54053c4-6667-11e3-a7ff-01f464e0362d;963373.7105000019;6825447.898400001;6.564652399597051;48.47578113422635;48.4757811342, 6.5646523996
87141259;Soulosse;N;N;32000;1;76+114;Coussey;Vosges;30000006882;d9b32310-6667-11e3-89ff-01f464e0362d;899928.7254000008;6814422.4947;5.701625208149233;48.399311326510286;48.3993113265, 5.70162520815
87141291;Neufchâteau;O;O;30000;1;48+782;;;30000005759;2932d872-dfbc-11e3-a2ff-01a464e0362d;899335.425999999;6809968.9617;5.691563661436109;48.35944961410407;48.3594496141, 5.69156366144
87116749;Villiers-Montbarbin;N;O;71000;1;8+154;Crécy-la-Chapelle;Seine-et-Marne;30000007284;e192c4b0-19bf-11e5-a6ff-01fc64e0362d;691427.3183000013;6862586.804699998;2.8831492049963447;48.86325651023435;48.8632565102, 2.883149205
87116756;Les Ormes-sur-Voulzie;N;N;831000;1;99+102;Les Ormes-sur-Voulzie;Seine-et-Marne;30000008471;e553a244-6667-11e3-a7ff-01f464e0362d;716770.6279999986;6817879.488400001;3.226842615734887;48.460967490465265;48.4609674904, 3.22684261573
87116772;Crécy-La Chapelle;N;O;71000;1;9+883;Crécy-la-Chapelle;Seine-et-Marne;30000003874;e181f412-19bf-11e5-a6ff-01fc64e0362d;693097.3737000003;6862163.603500001;2.9059199108247324;48.859470653176814;48.8594706532, 2.90591991082
87118323;St-Julien-les-Villas;N;N;832000;1;170+085;St-Julien-les-Villas;Aube;30000080700;e54369f6-6667-11e3-a7ff-01f464e0362d;781140.3453999981;6796919.396899998;4.093525921471252;48.26755456184042;48.2675545618, 4.09352592147
87118174;Pont-sur-Seine;N;N;1000;1;118+932;Pont-sur-Seine;Aube;30000008479;e1b97934-19bf-11e5-a6ff-01fc64e0362d;744271.246100001;6823915.103399999;3.599430956048775;48.51396893133464;48.5139689313, 3.59943095605
87118224;Lusigny;N;N;1000;1;181+962;Lusigny-sur-Barse;Aube;30000005279;e03e031e-19bf-11e5-82ff-01fc64e0362d;792818.621299997;6795413.695500001;4.250567664005283;48.25244885375692;48.2524488537, 4.25056766401
87118232;Montiéramey;N;N;1000;1;188+471;Montiéramey;Aube;30000005617;d9cd7aec-6667-11e3-89ff-01f464e0362d;798680.6790999994;6792681.307500001;4.3289145933122075;48.227005543094506;48.2270055431, 4.32891459331
87118067;St-Lyé;N;N;1000;1;157+467;St-Lyé;Aube;30000008311;29061ec6-dfbc-11e3-a2ff-01a464e0362d;774034.5540999994;6806978.239500001;3.999487921837176;48.35889522819482;48.3588952282, 3.99948792184
87116889;Fontenay-Trésigny;N;N;956000;1;63+352;Marles-en-Brie;Seine-et-Marne;30000080697;e54aa83a-6667-11e3-a7ff-01f464e0362d;;;;;
87116723;Anglure;N;N;10000;1;72+660;Anglure;Marne;30000008329;d9994618-6667-11e3-89ff-01f464e0362d;;;;;
87142166;Laferté-sur-Amance;N;N;1000;1;327+667;Laferté-sur-Amance;Haute-Marne;30000004811;29606e36-dfbc-11e3-a2ff-01a464e0362d;900706.012500003;6750299.5636;5.682693577901277;47.82240307172377;47.8224030717, 5.6826935779
87142083;Humes;N;N;1000;1;291+869;Humes-Jorquenay;Haute-Marne;30000004468;e553876a-6667-11e3-a7ff-01f464e0362d;871986.9117000028;6758668.0989000015;5.302321738381974;47.9058387396899;47.9058387397, 5.30232173838
87142109;Lorraine-TGV;N;O;5000;1;281+324;Louvigny;Moselle;30000092612;e1bdf274-19bf-11e5-a6ff-01fc64e0362d;932364.9054000005;6876673.142099999;6.173286307716069;48.94799570019468;48.9479957002, 6.17328630772
87142091;Langres;O;O;1000;1;296+696;Peigney;Haute-Marne;30000004860;29d316b0-dfbc-11e3-a2ff-01a464e0362d;875099.2810999975;6755693.503400002;5.342780485519958;47.878256078549846;47.8782560785, 5.34278048552
87142224;Bologne;O;O;26000;1;0+000;Bologne;Haute-Marne;30000003280;e02fff84-19bf-11e5-82ff-01fc64e0362d;858576.5802000016;6790842.6061;5.134533675582394;48.19864643080646;48.1986464308, 5.13453367558
87382200;Courbevoie;N;O;973000;1;7+415;Courbevoie;Hauts-de-Seine;30000003844;d9b00db2-6667-11e3-89ff-01f464e0362d;644876.8271000013;6866722.467099998;2.2481234728592843;48.898145474333724;48.8981454743, 2.24812347286
87381889;Herblay;N;O;334000;1;19+714;Herblay;Val-d'Oise;30000004438;e017cd5a-19bf-11e5-82ff-01fc64e0362d;638662.4560000002;6877035.9683;2.1618727758658616;48.990322193724175;48.9903221937, 2.16187277587
87381897;Conflans-Ste-Honorine;N;O;336000;1;24+570;;;30000003799;e1ab09a0-19bf-11e5-a6ff-01fc64e0362d;633765.4802000001;6877699.248399999;2.094861376826162;48.995800034295925;48.9958000343, 2.09486137683
87381590;Mantes-Station;N;O;340000;1;56+108;Mantes-la-Ville;Yvelines;30000005343;c0af3d0e-f312-11e3-90ff-015864e0362d;606002.2343999967;6876700.561900001;1.7157372027681388;48.983359638519275;48.9833596385, 1.71573720277
87381590;Mantes-Station;N;O;334000;1;56+562;Mantes-la-Jolie;Yvelines;30000005343;c0af3d0e-f312-11e3-90ff-015864e0362d;606005.8588000014;6876714.942299999;1.7157835179924397;48.98348946229686;48.9834894623, 1.71578351799
87381798;Le Val-d'Argenteuil;N;O;334000;1;12+690;Argenteuil;Val-d'Oise;30000007075;d9974c0a-6667-11e3-89ff-01f464e0362d;643697.9574000016;6872537.1349;2.231272667616184;48.950330275256455;48.9503302752, 2.23127266762
87381814;Vaux-sur-Seine;N;O;334000;1;37+550;Vaux-sur-Seine;Yvelines;30000007121;29b7e9e2-dfbc-11e3-a2ff-01a464e0362d;624146.8997000009;6879093.328899998;1.9631811085196558;49.00727114981752;49.0072711498, 1.96318110852
87387126;St-Aubin-du-Vieil-Évreux;O;N;397000;1;36+978;Le Vieil-Évreux;Eure;30000006377;c0eb9b80-f312-11e3-90ff-015864e0362d;569083.2089999989;6879085.172400001;1.2107339415977973;48.99833773837171;48.9983377384, 1.2107339416
87387175;Romilly-la-Puthenaye;N;O;366000;1;132+910;Romilly-la-Puthenaye;Eure;30000006289;293a5434-dfbc-11e3-a2ff-01a464e0362d;543108.6660000011;6880315.551600002;0.8554381277758162;49.003580561735056;49.0035805617, 0.855438127776
87387167;Ste-Marthe (Eure);N;N;398000;1;33+846;Ste-Marthe;Eure;30000081020;e5401176-6667-11e3-a7ff-01f464e0362d;;;;;
87387258;La Guéroulde;N;N;422000;1;51+450;La Guéroulde;Eure;30000081021;e53fcab8-6667-11e3-a7ff-01f464e0362d;;;;;
87387159;Conches;N;O;398000;1;38+423;;;30000003789;c0247a86-f312-11e3-90ff-015864e0362d;;;;;
87577213;Frontenay-sur-Dive;N;N;574000;1;44+444;St-Jean-de-Sauves;Vienne;30000081278;e540d9ec-6667-11e3-a7ff-01f464e0362d;475353.5776000023;6642969.987799998;0.05114848324288011;46.849135062442976;46.8491350624, 0.0511484832429
87577205;Chaumussay;N;N;598000;1;309+141;Chaumussay;Indre-et-Loire;30000081277;e541e056-6667-11e3-a7ff-01f464e0362d;536705.1552999988;6643546.423999999;0.855812751182367;46.87213428518222;46.8721342852, 0.855812751182
87578237;Fleure;N;N;604000;1;358+571;Fleuré;Vienne;30000081280;e5473354-6667-11e3-a7ff-01f464e0362d;509719.3923000023;6599341.189300001;0.5199119016008582;46.46715811687779;46.4671581169, 0.519911901601
87577403;Iteuil;N;O;570000;3;348+240;Iteuil;Vienne;30000004506;293135e4-dfbc-11e3-a2ff-01a464e0362d;494215.186499998;6601743.695500001;0.31691846085491937;46.48421650972457;46.4842165097, 0.316918460855
87576595;Argy;N;N;600000;1;273+000;Argy;Indre;30000081269;e53e2c08-6667-11e3-a7ff-01f464e0362d;581223.7965999991;6650579.548900001;1.4383699353055353;46.944845998033365;46.944845998, 1.43836993531
87576645;Veaugues;N;N;689000;1;271+000;Veaugues;Cher;30000081273;e54205f6-6667-11e3-a7ff-01f464e0362d;;;;;
87592717;Saillat-Chassenon;O;O;610000;2;446+808;Saillat-sur-Vienne;Haute-Vienne;30000006349;d9e60374-6667-11e3-89ff-01f464e0362d;530264.4742000028;6532338.328400001;0.8117416754798872;45.86954035138914;45.8695403514, 0.81174167548
87592626;Bessines;O;N;604000;1;447+197;Bessines-sur-Gartempe;Haute-Vienne;30000009005;29453bbe-dfbc-11e3-a2ff-01a464e0362d;574694.2785999998;6559820.182700001;1.377068005413378;46.12659603149818;46.1265960315, 1.37706800541
87592469;Blond-Berneuil;N;N;606000;1;439+641;Blond;Haute-Vienne;30000003260;e54ba6ea-6667-11e3-a7ff-01f464e0362d;551261.5028000027;6553376.454999998;1.0757161071384045;46.06384629681625;46.0638462968, 1.07571610714
87592493;St-Sébastien;N;O;590000;2;322+967;St-Sébastien;Creuse;30000006673;29a52208-dfbc-11e3-a2ff-01a464e0362d;588445.9311999977;6588614.7743999995;1.5482782259346937;46.388246763542384;46.3882467635, 1.54827822593
87592436;Thouron;N;N;606000;1;452+586;Peyrilhac;Haute-Vienne;30000081320;e54cc6fa-6667-11e3-a7ff-01f464e0362d;558135.6616000012;6544349.070999999;1.1673269905816392;45.98405090356387;45.9840509035, 1.16732699058
87592543;Le Dorat;N;O;604000;1;419+227;Le Dorat;Haute-Vienne;30000004930;29622660-dfbc-11e3-a2ff-01a464e0362d;551940.3781000003;6569703.569200002;1.0793586692076786;46.21097510473997;46.2109751047, 1.07935866921
87592766;Chalus;N;N;615000;1;484+211;Châlus;Haute-Vienne;30000072547;e54cebf8-6667-11e3-a7ff-01f464e0362d;542349.3580000028;6507850.085900001;0.9755631150128246;45.652007534236155;45.6520075342, 0.975563115013
87592741;Bussière-Galant;N;O;615000;1;491+726;;;30000003443;29104dda-dfbc-11e3-a2ff-01a464e0362d;546368.2540000007;6502959.670400001;1.028716612888773;45.60889995469641;45.6088999547, 1.02871661289
87592600;Droux;N;N;604000;1;426+192;Droux;Haute-Vienne;30000081321;e54a7dac-6667-11e3-a7ff-01f464e0362d;;;;;
87597658;Bosmoreau-les-Mines;N;N;703000;1;441+882;Bosmoreau-les-Mines;Creuse;30000081349;e53d89be-6667-11e3-a7ff-01f464e0362d;603398.938199997;6545181.415899999;1.7517700030435384;45.999495859467736;45.9994958595, 1.75177000304
87597633;Vieilleville;N;O;702000;1;428+480;Mourioux-Vieilleville;Creuse;30000007200;e1b2e812-19bf-11e5-a6ff-01fc64e0362d;597518.5732999966;6555462.999400001;1.6735692713786137;46.091205067240665;46.0912050672, 1.67356927138
87597468;La Forge-de-L'Isle;N;N;696000;1;267+664;Le Poinçonnet;Indre;30000081344;e53dfde6-6667-11e3-a7ff-01f464e0362d;604696.3496999964;6632652.8554;1.750650110079184;46.7872252986501;46.7872252986, 1.75065011008
87597369;Villedieu-sur-Indre;N;N;594000;1;339+519;Villedieu-sur-Indre;Indre;30000072563;e53dfa16-6667-11e3-a7ff-01f464e0362d;588772.1322999969;6639104.7042;1.5403779964278903;46.84284913004344;46.84284913, 1.54037799643
87597641;St-Dizier-Leyrenne;N;N;703000;1;436+142;St-Dizier-Leyrenne;Creuse;30000072570;e5439d1a-6667-11e3-a7ff-01f464e0362d;599928.5468000025;6548743.0462;1.7061812378051104;46.03106089434041;46.0310608943, 1.70618123781
87597674;Montaigut;N;O;702000;1;420+847;Montaigut-le-Blanc;Creuse;30000009017;d9dbd0a4-6667-11e3-89ff-01f464e0362d;602266.0962999985;6560459.4023;1.7339695438538791;46.136892801435906;46.1368928014, 1.73396954385
87597518;Nohant-Vicq;N;N;696000;1;294+394;Nohant-Vic;Indre;30000081347;e53d9206-6667-11e3-a7ff-01f464e0362d;620227.4570999965;6614328.162599999;1.9573953360147522;46.624274219937575;46.6242742199, 1.95739533601
87597377;Buzançais;O;N;600000;1;280+028;Buzançais;Indre;30000003444;292ef218-dfbc-11e3-a2ff-01a464e0362d;579441.7753000036;6644316.067200001;1.4165978645194957;46.88814364076068;46.8881436407, 1.41659786452
87597567;Aigurande;N;N;698000;1;324+749;Aigurande;Indre;30000072569;e53dd0c6-6667-11e3-a7ff-01f464e0362d;610064.8144999966;6592967.473700002;1.8287317154374496;46.430668994442044;46.4306689944, 1.82873171544
87597476;Ardentes;N;N;696000;1;275+438;Ardentes;Indre;30000009015;e54cee76-6667-11e3-a7ff-01f464e0362d;610152.8253000006;6627309.5524;1.8232127766958217;46.73987460437111;46.7398746044, 1.8232127767
87595520;St-Pierre-de-Chignac;N;O;621000;1;90+662;Ste-Marie-de-Chignac;Dordogne;30000006634;d99e5ee4-6667-11e3-89ff-01f464e0362d;531532.123800002;6449418.1756;0.8570806009384597;45.12347104277347;45.1234710428, 0.857080600938
87595769;Siorac-en-Périgord;N;O;631000;1;564+439;Siorac-en-Périgord;Dordogne;30000006863;296e75fc-dfbc-11e3-a2ff-01a464e0362d;540680.5427000001;6415432.058699999;0.9844291205482063;44.819746174845925;44.8197461748, 0.984429120548
87595728;Mauzens-Miremont;N;O;631000;1;533+920;Mauzens-et-Miremont;Dordogne;30000005427;29b2243a-dfbc-11e3-a2ff-01a464e0362d;538961.9319999963;6432978.669;0.9569541143163547;44.9772768456455;44.9772768456, 0.956954114316
87595777;St-Cyprien-en-Dordogne;N;O;628000;1;571+740;St-Cyprien;Dordogne;30000008160;e121e9a4-19bf-11e5-a6ff-01fc64e0362d;545476.1472000033;6420153.364799999;1.043594147913342;44.86332595028344;44.8633259503, 1.04359414791
87595553;Limeyrat;N;O;621000;1;101+243;Limeyrat;Dordogne;30000005180;297c7620-dfbc-11e3-a2ff-01a464e0362d;541110.2427000031;6452807.1697;0.9777561219299145;45.15624949745528;45.1562494974, 0.97775612193
87595587;Azerat;N;N;621000;1;113+700;Azerat;Dordogne;30000003049;e5529000-6667-11e3-a7ff-01f464e0362d;552765.3284000009;6452071.641199999;1.1262585639145144;45.15221741756029;45.1522174175, 1.12625856391
87597021;Chéry-Lury;N;N;590000;2;216+126;Chéry;Cher;30000003699;d9b0e8a4-6667-11e3-89ff-01f464e0362d;627715.5304000005;6669973.645;2.046470527263323;47.126101866857596;47.1261018668, 2.04647052726
87597211;Le Blanc;N;N;598000;1;347+686;Le Blanc;Indre;30000009012;e548ea2e-6667-11e3-a7ff-01f464e0362d;550927.5846000016;6616194.297899999;1.0513459188045982;46.62925609283725;46.6292560928, 1.0513459188
87595751;Le Buisson;N;O;629000;1;644+203;;;30000004914;2926d8f0-dfbc-11e3-a2ff-01a464e0362d;534263.4224999994;6418824.226199999;0.9021428664885216;44.84877181093326;44.8487718109, 0.902142866489
87597245;Fontgombault;N;N;598000;1;338+544;Fontgombault;Indre;30000081339;e545363c-6667-11e3-a7ff-01f464e0362d;;;;;
87618793;Mazères-sur-Salat;N;N;670000;1;71+586;Mazères-sur-Salat;Haute-Garonne;30000081384;e53f516e-6667-11e3-a7ff-01f464e0362d;534846.7932000011;6227833.472199999;0.9716108797620617;43.13066792137204;43.1306679213, 0.971610879762
87618801;Salies-du-Salat;N;N;670000;1;75+135;Salies-du-Salat;Haute-Garonne;30000081385;e53f85d6-6667-11e3-a7ff-01f464e0362d;533953.6679999977;6224615.8966999985;0.9616663843854335;43.10153072428993;43.1015307243, 0.961666384385
87615583;Lautrec;N;N;736000;1;380+430;Jonquières;Tarn;30000072579;e542719e-6667-11e3-a7ff-01f464e0362d;630908.3863999993;6288682.4783000015;2.143161535944186;43.69380159407297;43.693801594, 2.14316153594
87615518;Sémalens;N;N;738000;1;294+377;Sémalens;Tarn;30000006809;d9aeb91a-6667-11e3-89ff-01f464e0362d;628591.1114000008;6278307.792199999;2.1158668032587427;43.60022675640154;43.6002267564, 2.11586680326
87615468;Castres;O;O;736000;1;366+105;Castres;Tarn;30000003509;d9a2271e-6667-11e3-89ff-01f464e0362d;637900.8524999991;6278087.07;2.2311520590738576;43.599117635871735;43.5991176358, 2.23115205907
87615898;Ste-Colombe-sur-L'Hers;N;N;674000;1;117+581;Ste-Colombe-sur-l'Hers;Aude;30000081377;e54db7e6-6667-11e3-a7ff-01f464e0362d;;;;;
87615575;Labastide-Rouairoux;N;N;737000;1;407+682;Labastide-Rouairoux;Tarn;30000081372;e54bd396-6667-11e3-a7ff-01f464e0362d;;;;;
87616060;Rieux-Peyriac;N;N;735000;1;393+827;Peyriac-Minervois;Aude;30000081381;e53ee010-6667-11e3-a7ff-01f464e0362d;;;;;
87616052;Azillé;N;N;735000;1;386+094;Azille;Aude;30000081380;e53f3c5c-6667-11e3-a7ff-01f464e0362d;;;;;
87611582;Ussat-les-Bains;N;N;672000;1;101+412;Ornolac-Ussat-les-Bains;Ariège;30000007062;2955b382-dfbc-11e3-a2ff-01a464e0362d;587056.430399999;6192532.6228;1.6202559675126165;42.82340147671078;42.8234014767, 1.62025596751
87611541;Le Castelet;N;N;672000;1;120+150;Perles-et-Castelet;Ariège;30000009073;299e325e-dfbc-11e3-a2ff-01a464e0362d;601485.1595999971;6182582.206900001;1.7983410330287353;42.73606296061621;42.7360629606, 1.79834103303
87611681;Dieupentale;N;O;640000;1;224+741;Dieupentale;Tarn-et-Garonne;30000003947;d991ae54-6667-11e3-89ff-01f464e0362d;561394.8977999985;6308904.8114;1.275820675091977;43.86553191166729;43.8655319116, 1.27582067509
87611566;Vèbre;N;N;672000;1;111+750;Vèbre;Ariège;30000072577;c01a88e8-f312-11e3-90ff-015864e0362d;595076.1432000026;6186880.581700001;1.7193284804749702;42.77380117071973;42.7738011707, 1.71932848047
87613083;Le Pournel;N;N;718000;1;225+248;Cambes;Lot;30000009079;e156ceee-19bf-11e5-a6ff-01fc64e0362d;613664.7391000018;6392684.0233;1.911561266469488;44.627897002525614;44.6278970025, 1.91156126647
87613174;Dégagnac;N;O;590000;2;571+787;Dégagnac;Lot;30000003930;e01c768e-19bf-11e5-82ff-01fc64e0362d;568424.7634999976;6396264.543200001;1.3404060142249847;44.653039844284216;44.6530398443, 1.34040601422
87613075;Assier;N;O;718000;1;218+778;Assier;Lot;30000002959;c0cf2160-f312-11e3-90ff-015864e0362d;610397.4108000025;6397926.021200001;1.8694290482384366;44.67467122400689;44.674671224, 1.86942904824
87613091;Figeac;N;O;720000;1;237+868;Figeac;Lot;30000004151;e01fa2ca-19bf-11e5-82ff-01fc64e0362d;623646.4870000035;6389876.087900002;2.03782039069438;44.60378724957991;44.6037872496, 2.03782039069
87613331;Montpezat;N;N;590000;2;625+671;Montpezat-de-Quercy;Tarn-et-Garonne;30000005642;28ff7512-dfbc-11e3-a2ff-01a464e0362d;580659.3685000017;6353172.743799999;1.5049749421887473;44.26740511835433;44.2674051183, 1.50497494219
87613620;La Madeleine-sur-Lot;N;N;724000;1;724+950;Capdenac;Lot;30000009099;e54f2754-6667-11e3-a7ff-01f464e0362d;622744.3871999979;6385216.520100001;2.027176972379118;44.56174329658403;44.5617432966, 2.02717697238
87613356;Caussade;O;O;590000;2;640+011;Caussade;Tarn-et-Garonne;30000003518;d9a26042-6667-11e3-89ff-01f464e0362d;582691.0102000013;6341369.1435;1.5331666986485433;44.16152310477155;44.1615231047, 1.53316669865
87613323;Lalbenque-Fontanes;N;O;590000;2;617+829;Lalbenque;Lot;30000004825;29867b56-dfbc-11e3-a2ff-01a464e0362d;581329.9258999974;6360453.394299999;1.5116543293350941;44.333043031152975;44.3330430311, 1.51165432934
87613604;Bagnac;O;O;720000;1;251+627;Bagnac-sur-Célé;Lot;30000003053;e1b350c6-19bf-11e5-a6ff-01fc64e0362d;633424.391400002;6396576.249299999;2.1601300505695162;44.66510697898992;44.665106979, 2.16013005057
87613547;Conduché;N;N;724000;1;686+251;Bouziès;Lot;30000009092;e54d4fc0-6667-11e3-a7ff-01f464e0362d;592658.8303000033;6376312.699099999;1.6503114957198517;44.4776145656062;44.4776145656, 1.65031149572
87613455;Monteils;N;N;718000;1;283+058;Monteils;Aveyron;30000005599;d9dc5eee-6667-11e3-89ff-01f464e0362d;620439.7621000037;6352961.052099999;2.003286229973016;44.27114930770329;44.2711493077, 2.00328622997
87613505;Cabessut;N;N;724000;1;662+653;Cahors;Lot;30000009088;e54fd654-6667-11e3-a7ff-01f464e0362d;576475.7176000029;6373969.016399998;1.4474563185241471;44.45384315414041;44.4538431541, 1.44745631852
87613232;Cransac;O;O;701000;1;264+983;Cransac;Aveyron;30000003870;d9ab9210-6667-11e3-89ff-01f464e0362d;642171.8813999966;6380679.4252;2.272323395195654;44.52278441760414;44.5227844176, 2.2723233952
87613588;Cajarc;N;N;724000;1;705+347;Cajarc;Lot;30000009096;e54d4820-6667-11e3-a7ff-01f464e0362d;608213.1658999994;6376791.8906;1.8457706223244623;44.48414771277019;44.4841477127, 1.84577062232
87641134;St-Gervais-Châteauneuf;N;N;709000;1;384+778;St-Gervais-d'Auvergne;Puy-de-Dôme;30000006485;d9477434-6667-11e3-89ff-01f464e0362d;685146.9861999974;6547866.225200001;2.807976896863334;46.030385386976825;46.030385387, 2.80797689686
87641142;St-Priest-Sauret;N;N;709000;1;388+269;St-Gervais-d'Auvergne;Puy-de-Dôme;30000072584;e0274f40-19bf-11e5-82ff-01fc64e0362d;684097.2798999995;6544849.0890999995;2.794507626760788;46.00319261328018;46.0031926133, 2.79450762676
87641084;Lannet;N;N;709000;1;363+227;Buxières-sous-Montaigut;Puy-de-Dôme;30000008231;d9a6743a-6667-11e3-89ff-01f464e0362d;689186.0367000028;6566664.875;2.8597628945472713;46.199741162601015;46.1997411626, 2.85976289455
87641159;Les Fades;N;N;709000;1;392+453;Les Ancizes-Comps;Puy-de-Dôme;30000072585;e186d890-19bf-11e5-a6ff-01fc64e0362d;684760.2872999981;6541114.164799999;2.803195152156037;45.96957522030192;45.9695752203, 2.80319515216
87641092;St-Éloy;O;N;709000;1;367+483;St-Éloy-les-Mines;Puy-de-Dôme;30000006434;e1564cce-19bf-11e5-a6ff-01fc64e0362d;687271.9412999973;6563341.979899999;2.835030711589848;46.169785752753754;46.1697857527, 2.83503071159
87641019;Montluçon-Eau;O;N;695000;1;324+720;Montluçon;Allier;30000005629;d9900f94-6667-11e3-89ff-01f464e0362d;668628.6137000024;6584720.6044000015;2.591964369298358;46.36168535140353;46.3616853514, 2.5919643693
87641035;Hyds;N;N;707000;1;347+359;Hyds;Allier;30000004473;d9b34df8-6667-11e3-89ff-01f464e0362d;685428.8015000001;6575125.754500002;2.8107757293435998;46.2758589874165;46.2758589874, 2.81077572934
87641001;Montluçon-Ville;O;O;705000;1;327+617;;;30000008205;d9d4a2c8-6667-11e3-89ff-01f464e0362d;669575.1485999972;6581627.952599999;2.604476862827073;46.33388067987764;46.3338806799, 2.60447686283
